Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
58;15;5.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;5;0.000;ε_x;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;;3.000;ε_x;0.01;0.00;0.00;0.0;2.7;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;15;5.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;5;0.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;5;0.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;15;5.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;15;5.000;κ_x;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;;2.500;κ_x;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;;2.500;κ_y;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;5;0.000;κ_y;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;;2.500;κ_z;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;5;0.000;κ_z;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
58;;;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
59;15;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;22;5.000;;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;15;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;;2.000;ε_x;0.00;0.00;0.00;0.0;1.0;0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;22;5.000;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;15;0.000;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;15;0.000;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;22;5.000;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;;4.000;κ_x;0.00;0.00;0.00;0.0;0.6;0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;;1.500;κ_x;0.00;0.00;0.00;0.0;0.8;0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;;2.500;κ_y;0.00;0.00;0.00;0.0;1.0;0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;15;0.000;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;;2.500;κ_z;0.00;0.00;0.00;0.0;1.0;0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;15;0.000;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;0.00;0.00;0.00;0.0;1.0;0.1;Truss | 7 - CHS 101.6x5 | L : 5.000 m
59;;;;0.00;0.00;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
60;22;0.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;29;5.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;29;5.000;ε_x;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;;2.500;ε_x;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;29;5.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;22;0.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;22;0.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;29;5.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;;3.500;κ_x;0.01;0.00;0.00;0.0;2.4;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;;1.000;κ_x;0.01;0.00;0.00;0.0;1.8;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;;2.500;κ_y;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;22;0.000;κ_y;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;;2.500;κ_z;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;22;0.000;κ_z;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
60;;;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
61;29;0.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;36;5.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;29;0.000;ε_x;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;2.500;ε_x;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;36;5.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;29;0.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;29;0.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;36;5.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;4.000;κ_x;0.01;0.00;0.00;0.0;1.8;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;1.000;κ_x;0.01;0.00;0.00;0.0;1.8;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;2.500;κ_y;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;29;0.000;κ_y;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;2.500;κ_z;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;29;0.000;κ_z;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
61;;;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
62;36;0.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;43;5.000;ε_x;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;1.500;ε_x;0.01;0.00;0.00;0.0;2.4;0.2;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;γ_xy;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;γ_xz;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.500;κ_x;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;43;5.000;κ_x;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.500;κ_y;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;κ_y;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;2.500;κ_z;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;36;0.000;κ_z;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.00;0.00;0.0;2.8;0.3;Truss | 6 - CHS 60.3x5 | L : 5.000 m
62;;;;0.01;0.00;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
63;6;0.000;;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;;0.00;0.00;0.00;0.0;2.1;8.7;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;;0.00;0.00;0.00;0.0;2.1;8.7;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;16;5.000;;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;6;0.000;ε_x;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;ε_x;0.00;0.00;0.00;0.0;2.1;8.7;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;16;5.000;γ_xy;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;γ_xy;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;γ_xz;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;16;5.000;γ_xz;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;4.500;κ_x;0.00;0.01;0.00;0.0;0.8;2.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;1.000;κ_x;0.00;-0.01;0.00;0.0;1.4;4.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;κ_y;0.00;0.00;0.00;0.0;2.1;8.7;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;κ_y;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;2.500;κ_z;0.00;0.00;0.00;0.0;2.1;8.7;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;6;0.000;κ_z;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.00;0.01;0.00;0.0;2.1;8.7;Truss | 6 - CHS 60.3x5 | L : 5.000 m
63;;;;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
64;16;0.000;;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;;0.00;0.00;0.00;0.0;0.8;1.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;;0.00;0.00;0.00;0.0;0.8;1.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;23;5.000;;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;16;0.000;ε_x;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;ε_x;0.00;0.00;0.00;0.0;0.8;1.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;23;5.000;γ_xy;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;γ_xy;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;γ_xz;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;23;5.000;γ_xz;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;4.500;κ_x;0.00;0.01;0.00;0.0;0.3;0.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;0.500;κ_x;0.00;-0.01;0.00;0.0;0.3;0.5;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;κ_y;0.00;0.00;0.00;0.0;0.8;1.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;κ_y;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;2.500;κ_z;0.00;0.00;0.00;0.0;0.8;1.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;16;0.000;κ_z;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;0.00;0.01;0.00;0.0;0.8;1.7;Truss | 7 - CHS 101.6x5 | L : 5.000 m
64;;;;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
65;23;0.000;;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;;0.01;0.00;0.00;0.0;2.0;8.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;;0.01;0.00;0.00;0.0;2.0;8.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;30;5.000;;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;23;0.000;ε_x;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;ε_x;0.01;0.00;0.00;0.0;2.0;8.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;30;5.000;γ_xy;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;γ_xy;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;γ_xz;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;30;5.000;γ_xz;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;4.500;κ_x;0.01;0.01;0.00;0.0;0.8;2.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;0.500;κ_x;0.01;-0.01;0.00;0.0;0.8;2.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;κ_y;0.01;0.00;0.00;0.0;2.0;8.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;κ_y;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;2.500;κ_z;0.01;0.00;0.00;0.0;2.0;8.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;23;0.000;κ_z;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.01;0.00;0.0;2.0;8.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
65;;;;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
66;30;0.000;;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;37;5.000;;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;30;0.000;ε_x;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;ε_x;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;37;5.000;γ_xy;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;γ_xy;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;γ_xz;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;37;5.000;γ_xz;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;4.500;κ_x;0.01;0.01;0.00;0.0;0.8;2.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;0.500;κ_x;0.01;-0.01;0.00;0.0;0.8;2.5;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;κ_y;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;κ_y;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;2.500;κ_z;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;30;0.000;κ_z;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.01;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
66;;;;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
67;37;0.000;;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;44;5.000;;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;44;5.000;ε_x;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;ε_x;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;44;5.000;γ_xy;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;γ_xy;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;γ_xz;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;44;5.000;γ_xz;0.01;0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;4.000;κ_x;0.01;0.01;0.00;0.0;1.4;4.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;0.500;κ_x;0.01;-0.01;0.00;0.0;0.8;2.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;κ_y;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;κ_y;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;2.500;κ_z;0.01;0.00;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;37;0.000;κ_z;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.01;0.00;0.0;2.1;8.6;Truss | 6 - CHS 60.3x5 | L : 5.000 m
67;;;;0.01;-0.01;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
68;46;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;42;7.071;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
Extremes;46;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;46;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
68;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
;;;;;;;;;;
69;Failure;;;;;;;;;
Extremes;;;;;;;;;;
70;8;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;4;7.071;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
Extremes;8;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;8;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
70;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 7.071 m
;;;;;;;;;;
71;Failure;;;;;;;;;
Extremes;;;;;;;;;;
72;16;0.000;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;24;6.403;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Extremes;16;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xu;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;γ_xv;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_u;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;16;0.000;κ_v;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
Total;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
72;;;;0.00;0.00;0.00;0.0;0.0;0.0;Tension | 5 - L 60x60x6 | L : 6.403 m
;;;;;;;;;;
