Member No.;Node;Location;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
34;40;4.000;γ_xy;0.00;0.00;0.00;-0.2;-0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;γ_xz;0.00;0.00;0.00;-0.2;-0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;γ_xz;-0.01;0.01;-0.02;-0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;κ_x;0.00;0.00;0.00;-0.2;-0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;1.000;κ_x;0.00;0.00;-0.01;-0.5;-0.3;-0.8;Beam | 2 - HEA 160 | L : 4.000 m
34;39;0.000;κ_y;-0.01;0.01;-0.02;-0.4;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
34;;3.000;κ_y;0.00;0.00;0.00;-0.3;-0.4;-0.6;Beam | 2 - HEA 160 | L : 4.000 m
34;40;4.000;κ_z;0.00;0.00;0.00;-0.2;-0.4;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;1.738;κ_z;0.00;0.00;-0.01;-0.4;-0.4;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;0.00;0.01;0.00;-0.2;0.0;0.1;Beam | 2 - HEA 160 | L : 4.000 m
34;;;;-0.01;0.00;-0.02;-0.5;-0.4;-1.0;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
35;40;0.000;;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
Extremes;116;1.650;ε_x;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;ε_x;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;γ_xy;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;γ_xy;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;γ_xz;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;γ_xz;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;κ_x;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;κ_x;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;κ_y;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;κ_y;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;40;0.000;κ_z;0.00;0.00;0.04;-6.0;-0.7;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;116;1.650;κ_z;0.00;0.00;0.03;-5.5;0.8;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
Total;;;;0.00;0.00;0.04;-5.5;0.8;0.0;Beam | 3 - HEA 140 | L : 1.650 m
35;;;;0.00;0.00;0.03;-6.0;-0.7;-0.9;Beam | 3 - HEA 140 | L : 1.650 m
;;;;;;;;;;
36;41;0.000;;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;;0.647;;0.00;0.01;0.05;-3.1;-0.7;0.5;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;;0.00;0.00;0.04;-3.0;0.3;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
Extremes;120;1.575;ε_x;0.00;0.00;0.04;-3.0;0.3;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;ε_x;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;γ_xy;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;γ_xy;0.00;0.00;0.04;-3.0;0.3;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;γ_xz;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;γ_xz;0.00;0.00;0.04;-3.0;0.3;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;κ_x;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;;0.591;κ_x;0.00;0.01;0.05;-3.1;-0.7;0.6;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;κ_y;0.00;0.00;0.04;-3.0;0.3;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;κ_y;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;41;0.000;κ_z;0.00;0.01;0.05;-3.0;-1.4;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;120;1.575;κ_z;0.00;0.00;0.04;-3.0;0.3;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
Total;;;;0.00;0.01;0.05;-3.0;0.3;1.3;Beam | 3 - HEA 140 | L : 1.575 m
36;;;;0.00;0.00;0.04;-3.1;-1.4;-0.3;Beam | 3 - HEA 140 | L : 1.575 m
;;;;;;;;;;
37;42;0.000;;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;;0.075;;0.00;0.01;0.06;-10.8;-1.0;1.3;Beam | 3 - HEA 140 | L : 0.150 m
37;;0.075;;0.00;0.01;0.06;-10.8;-1.0;1.3;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
Extremes;42;0.000;ε_x;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;ε_x;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;γ_xy;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;γ_xy;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;γ_xz;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;γ_xz;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;κ_x;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;;0.131;κ_x;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;κ_y;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;κ_y;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;42;0.000;κ_z;0.00;0.01;0.06;-10.8;-1.1;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;134;0.150;κ_z;0.00;0.01;0.06;-10.8;-0.9;1.2;Beam | 3 - HEA 140 | L : 0.150 m
Total;;;;0.00;0.01;0.06;-10.8;-0.9;1.4;Beam | 3 - HEA 140 | L : 0.150 m
37;;;;0.00;0.01;0.06;-10.8;-1.1;1.2;Beam | 3 - HEA 140 | L : 0.150 m
;;;;;;;;;;
38;43;0.000;;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;;0.037;;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;;0.037;;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
Extremes;43;0.000;ε_x;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;ε_x;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;γ_xy;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;γ_xy;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;γ_xz;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;γ_xz;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;κ_x;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;κ_x;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;κ_y;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;κ_y;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;43;0.000;κ_z;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;131;0.075;κ_z;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
Total;;;;0.00;0.00;0.08;-49.9;-1.1;2.4;Beam | 3 - HEA 140 | L : 0.075 m
38;;;;0.00;0.00;0.08;-49.9;-1.2;2.4;Beam | 3 - HEA 140 | L : 0.075 m
;;;;;;;;;;
39;45;0.000;;-0.01;0.02;-0.02;0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;;-0.01;0.02;-0.02;0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.500;;-0.01;0.00;0.00;0.8;-0.3;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.500;;-0.01;0.00;0.00;0.8;-0.3;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.738;;-0.01;0.00;0.01;0.8;-0.3;-2.3;Beam | 2 - HEA 160 | L : 4.000 m
39;;2.190;;-0.01;0.00;0.01;0.8;-0.2;-2.2;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
Extremes;44;4.000;ε_x;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;ε_x;-0.01;0.02;-0.02;0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;γ_xy;-0.01;0.02;-0.02;0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;γ_xy;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;γ_xz;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;45;0.000;γ_xz;-0.01;0.02;-0.02;0.8;0.0;0.0;Beam | 2 - HEA 160 | L : 4.000 m
39;;2.500;κ_x;0.00;-0.01;0.02;0.8;-0.1;-1.9;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;κ_x;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;κ_y;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.333;κ_y;-0.01;0.00;0.00;0.7;-0.3;-2.1;Beam | 2 - HEA 160 | L : 4.000 m
39;44;4.000;κ_z;0.00;-0.01;0.02;0.4;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;;1.738;κ_z;-0.01;0.00;0.01;0.8;-0.3;-2.3;Beam | 2 - HEA 160 | L : 4.000 m
Total;;;;0.00;0.02;0.02;0.8;0.5;0.1;Beam | 2 - HEA 160 | L : 4.000 m
39;;;;-0.01;-0.01;-0.02;0.4;-0.3;-2.3;Beam | 2 - HEA 160 | L : 4.000 m
;;;;;;;;;;
40;46;0.000;;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;1.738;;-0.01;0.00;-0.01;0.0;-0.9;-0.2;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.238;;-0.01;0.00;0.01;0.0;-0.9;-0.2;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;;-0.01;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;;-0.01;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;41;4.500;ε_x;-0.01;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;ε_x;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;γ_xy;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;γ_xy;-0.01;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;41;4.500;γ_xz;-0.01;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;γ_xz;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;3.000;κ_x;-0.01;0.00;0.02;0.0;-0.8;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
40;;1.000;κ_x;-0.01;0.00;-0.03;0.0;-0.7;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;κ_y;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.000;κ_y;-0.01;0.00;0.00;0.0;-0.9;-0.2;Beam | 2 - HEA 160 | L : 4.500 m
40;46;0.000;κ_z;-0.01;0.00;-0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;2.238;κ_z;-0.01;0.00;0.01;0.0;-0.9;-0.2;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-0.01;0.00;0.03;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
40;;;;-0.01;0.00;-0.05;0.0;-0.9;-0.2;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
41;47;0.000;;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.238;;-0.01;0.00;0.00;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
Extremes;42;5.000;ε_x;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;ε_x;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;γ_xy;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;γ_xy;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;42;5.000;γ_xz;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;γ_xz;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;3.500;κ_x;-0.01;0.00;0.03;0.1;-1.1;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
41;;1.000;κ_x;-0.01;0.00;-0.04;0.0;-1.1;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;κ_y;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.238;κ_y;-0.01;0.00;0.00;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
41;47;0.000;κ_z;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;2.500;κ_z;-0.01;0.00;0.01;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
Total;;;;-0.01;0.00;0.05;0.1;0.0;0.0;Beam | 2 - HEA 160 | L : 5.000 m
41;;;;-0.01;0.00;-0.08;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 5.000 m
;;;;;;;;;;
42;48;0.000;;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;1.738;;-0.01;0.00;-0.01;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.238;;-0.01;0.00;0.01;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
Extremes;43;4.500;ε_x;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;ε_x;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;γ_xy;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;γ_xy;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;43;4.500;γ_xz;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;γ_xz;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;3.000;κ_x;-0.01;0.00;0.03;0.0;-1.2;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
42;;0.500;κ_x;-0.01;0.00;-0.06;0.0;-0.7;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;κ_y;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.000;κ_y;-0.01;0.00;0.00;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
42;48;0.000;κ_z;-0.01;0.00;-0.08;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;2.238;κ_z;-0.01;0.00;0.01;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
Total;;;;-0.01;0.00;0.05;0.0;0.0;0.0;Beam | 2 - HEA 160 | L : 4.500 m
42;;;;-0.01;0.00;-0.08;0.0;-1.5;-0.1;Beam | 2 - HEA 160 | L : 4.500 m
;;;;;;;;;;
43;2;0.000;;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;12;5.000;;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;2;0.000;ε_x;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;ε_x;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;γ_xy;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;12;5.000;γ_xy;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;γ_xz;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;12;5.000;γ_xz;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;1.000;κ_x;0.01;0.01;0.00;0.0;1.1;-7.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;4.500;κ_x;0.01;-0.02;0.00;0.0;0.6;-4.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;κ_y;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;κ_y;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;2;0.000;κ_z;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;2.500;κ_z;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.02;0.00;0.0;1.5;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
43;;;;0.01;-0.02;0.00;0.0;0.0;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
44;12;0.000;;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;;0.00;0.00;0.00;0.0;0.7;-2.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;;0.00;0.00;0.00;0.0;0.7;-2.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Extremes;12;0.000;ε_x;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;ε_x;0.00;0.00;0.00;0.0;0.7;-2.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;γ_xy;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;γ_xy;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;γ_xz;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;19;5.000;γ_xz;0.00;-0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;0.500;κ_x;0.00;0.01;0.00;0.0;0.3;-0.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;4.500;κ_x;0.00;-0.01;0.00;0.0;0.3;-0.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;κ_y;0.00;0.00;0.00;0.0;0.7;-2.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;κ_y;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;12;0.000;κ_z;0.00;0.01;0.00;0.0;0.0;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;2.500;κ_z;0.00;0.00;0.00;0.0;0.7;-2.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
Total;;;;0.00;0.01;0.00;0.0;0.7;0.0;Truss | 7 - CHS 101.6x5 | L : 5.000 m
44;;;;0.00;-0.01;0.00;0.0;0.0;-2.8;Truss | 7 - CHS 101.6x5 | L : 5.000 m
;;;;;;;;;;
45;19;0.000;;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;26;5.000;;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;19;0.000;ε_x;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;ε_x;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;γ_xy;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;26;5.000;γ_xy;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;γ_xz;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;26;5.000;γ_xz;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;0.500;κ_x;0.01;0.02;0.00;0.0;0.6;-4.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;4.500;κ_x;0.01;-0.02;0.00;0.0;0.6;-4.1;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;κ_y;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;κ_y;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;19;0.000;κ_z;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;2.500;κ_z;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Total;;;;0.01;0.02;0.00;0.0;1.5;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
45;;;;0.01;-0.02;0.00;0.0;0.0;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
;;;;;;;;;;
46;26;0.000;;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;33;5.000;;0.01;-0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
Extremes;26;0.000;ε_x;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;;2.500;ε_x;0.01;0.00;0.00;0.0;1.5;-13.9;Truss | 6 - CHS 60.3x5 | L : 5.000 m
46;26;0.000;γ_xy;0.01;0.02;0.00;0.0;0.0;0.0;Truss | 6 - CHS 60.3x5 | L : 5.000 m
